fold,model,feature,training_correlation,absolute_training_correlation,minimum_absolute_correlation,meets_correlation_threshold,subperiod_sign_agreement,sign_stable,stability_required,orientation_supported,orientation_sign,transformation,orientation_training_observations,orientation_source,training_subperiod_1_correlation,training_subperiod_2_correlation,training_subperiod_3_correlation
5,Fuzzy Choquet neural network [balanced],baa_credit_spread_pct,-0.0104579476560985,0.0104579476560985,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.23437626663970565,0.06368085151504874,0.0
5,Fuzzy Choquet neural network [balanced],drawdown_severity,0.11096278441928453,0.11096278441928453,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.022245459081450068,-0.11029937655337002,0.0
5,Fuzzy Choquet neural network [balanced],lagged_portfolio_loss_1d,0.053570331519468516,0.053570331519468516,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),0.0797021793696136,-0.1410269513651527,0.0
5,Fuzzy Choquet neural network [balanced],liquidity_stress_20d,0.053661689034689,0.053661689034689,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.12378318765567049,-0.13370584889735143,0.0
5,Fuzzy Choquet neural network [balanced],market_loss_1d,0.003705154205659615,0.003705154205659615,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.002718214873082769,-0.04619095752087922,0.0
5,Fuzzy Choquet neural network [balanced],negative_momentum_21d,0.14606203744580623,0.14606203744580623,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),0.16723806346984874,-0.18968819969696193,0.0
5,Fuzzy Choquet neural network [balanced],realized_volatility_20d,0.09209386983966739,0.09209386983966739,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.035910021161435615,-0.16926760580735423,0.0
5,Fuzzy Choquet neural network [balanced],term_spread_10y_2y_pct,-0.2500339078133964,0.2500339078133964,0.2,True,0.6666666666666666,False,False,True,-1.0,multiplied by -1,372,training only (frozen before validation refit),-0.36024104761192915,-0.058965212684242284,0.0
5,Fuzzy Choquet neural network [balanced],vix,0.10059897771164567,0.10059897771164567,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.012788259674049625,0.020157929572656483,0.0
5,Fuzzy Choquet neural network [unweighted],average_equity_correlation_60d,0.09895006374600918,0.09895006374600918,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.12170937224409077,-0.10008789527152881,0.0
5,Fuzzy Choquet neural network [unweighted],baa_credit_spread_pct,-0.0104579476560985,0.0104579476560985,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.23437626663970565,0.06368085151504874,0.0
5,Fuzzy Choquet neural network [unweighted],drawdown_severity,0.11096278441928453,0.11096278441928453,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.022245459081450068,-0.11029937655337002,0.0
5,Fuzzy Choquet neural network [unweighted],lagged_portfolio_loss_1d,0.053570331519468516,0.053570331519468516,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),0.0797021793696136,-0.1410269513651527,0.0
5,Fuzzy Choquet neural network [unweighted],liquidity_stress_20d,0.053661689034689,0.053661689034689,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.12378318765567049,-0.13370584889735143,0.0
5,Fuzzy Choquet neural network [unweighted],market_loss_1d,0.003705154205659615,0.003705154205659615,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.002718214873082769,-0.04619095752087922,0.0
5,Fuzzy Choquet neural network [unweighted],negative_momentum_21d,0.14606203744580623,0.14606203744580623,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),0.16723806346984874,-0.18968819969696193,0.0
5,Fuzzy Choquet neural network [unweighted],realized_volatility_20d,0.09209386983966739,0.09209386983966739,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.035910021161435615,-0.16926760580735423,0.0
5,Fuzzy Choquet neural network [unweighted],term_spread_10y_2y_pct,-0.2500339078133964,0.2500339078133964,0.2,True,0.6666666666666666,False,False,True,-1.0,multiplied by -1,372,training only (frozen before validation refit),-0.36024104761192915,-0.058965212684242284,0.0
5,Fuzzy Choquet neural network [unweighted],vix,0.10059897771164567,0.10059897771164567,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.012788259674049625,0.020157929572656483,0.0
5,Logistic oriented [balanced],average_equity_correlation_60d,0.09895006374600918,0.09895006374600918,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.12170937224409077,-0.10008789527152881,0.0
5,Logistic oriented [balanced],baa_credit_spread_pct,-0.0104579476560985,0.0104579476560985,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.23437626663970565,0.06368085151504874,0.0
5,Logistic oriented [balanced],drawdown_severity,0.11096278441928453,0.11096278441928453,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.022245459081450068,-0.11029937655337002,0.0
5,Logistic oriented [balanced],lagged_portfolio_loss_1d,0.053570331519468516,0.053570331519468516,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),0.0797021793696136,-0.1410269513651527,0.0
5,Logistic oriented [balanced],liquidity_stress_20d,0.053661689034689,0.053661689034689,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.12378318765567049,-0.13370584889735143,0.0
5,Logistic oriented [balanced],market_loss_1d,0.003705154205659615,0.003705154205659615,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.002718214873082769,-0.04619095752087922,0.0
5,Logistic oriented [balanced],negative_momentum_21d,0.14606203744580623,0.14606203744580623,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),0.16723806346984874,-0.18968819969696193,0.0
5,Logistic oriented [balanced],realized_volatility_20d,0.09209386983966739,0.09209386983966739,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.035910021161435615,-0.16926760580735423,0.0
5,Logistic oriented [balanced],term_spread_10y_2y_pct,-0.2500339078133964,0.2500339078133964,0.2,True,0.6666666666666666,False,False,True,-1.0,multiplied by -1,372,training only (frozen before validation refit),-0.36024104761192915,-0.058965212684242284,0.0
5,Logistic oriented [balanced],vix,0.10059897771164567,0.10059897771164567,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.012788259674049625,0.020157929572656483,0.0
5,Logistic oriented [unweighted],average_equity_correlation_60d,0.09895006374600918,0.09895006374600918,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.12170937224409077,-0.10008789527152881,0.0
5,Logistic oriented [unweighted],baa_credit_spread_pct,-0.0104579476560985,0.0104579476560985,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.23437626663970565,0.06368085151504874,0.0
5,Logistic oriented [unweighted],drawdown_severity,0.11096278441928453,0.11096278441928453,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.022245459081450068,-0.11029937655337002,0.0
5,Logistic oriented [unweighted],lagged_portfolio_loss_1d,0.053570331519468516,0.053570331519468516,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),0.0797021793696136,-0.1410269513651527,0.0
5,Logistic oriented [unweighted],liquidity_stress_20d,0.053661689034689,0.053661689034689,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.12378318765567049,-0.13370584889735143,0.0
5,Logistic oriented [unweighted],market_loss_1d,0.003705154205659615,0.003705154205659615,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.002718214873082769,-0.04619095752087922,0.0
5,Logistic oriented [unweighted],negative_momentum_21d,0.14606203744580623,0.14606203744580623,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),0.16723806346984874,-0.18968819969696193,0.0
5,Logistic oriented [unweighted],realized_volatility_20d,0.09209386983966739,0.09209386983966739,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.035910021161435615,-0.16926760580735423,0.0
5,Logistic oriented [unweighted],term_spread_10y_2y_pct,-0.2500339078133964,0.2500339078133964,0.2,True,0.6666666666666666,False,False,True,-1.0,multiplied by -1,372,training only (frozen before validation refit),-0.36024104761192915,-0.058965212684242284,0.0
5,Logistic oriented [unweighted],vix,0.10059897771164567,0.10059897771164567,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),372,training only (frozen before validation refit),-0.012788259674049625,0.020157929572656483,0.0
6,Choquistic 1-additive [balanced],average_equity_correlation_60d,0.19379220542259662,0.19379220542259662,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.002845001663884092,0.022535499749098672
6,Choquistic 1-additive [balanced],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
6,Choquistic 1-additive [balanced],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
6,Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,0.02908566180369868,0.02908566180369868,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.032571093615022244,-0.00023752129171342203
6,Choquistic 1-additive [balanced],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
6,Choquistic 1-additive [balanced],market_loss_1d,0.04060645298330908,0.04060645298330908,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09716617724449794,0.02607683751924027
6,Choquistic 1-additive [balanced],negative_momentum_21d,0.1415121858358133,0.1415121858358133,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.02191342103675603,-0.034075388732282094
6,Choquistic 1-additive [balanced],realized_volatility_20d,0.1970657285250977,0.1970657285250977,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.05379357440150551,-0.08430759869149033
6,Choquistic 1-additive [balanced],term_spread_10y_2y_pct,-0.3027993462786199,0.3027993462786199,0.2,True,0.0,False,False,True,-1.0,multiplied by -1,371,training only (frozen before validation refit),0.0,0.0073542176006996165,0.025707836760261615
6,Choquistic 1-additive [balanced],vix,0.1455892146704684,0.1455892146704684,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.024523707748389887,-0.08366277422074658
6,Choquistic 1-additive [unweighted],average_equity_correlation_60d,0.19379220542259662,0.19379220542259662,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.002845001663884092,0.022535499749098672
6,Choquistic 1-additive [unweighted],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
6,Choquistic 1-additive [unweighted],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
6,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.02908566180369868,0.02908566180369868,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.032571093615022244,-0.00023752129171342203
6,Choquistic 1-additive [unweighted],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
6,Choquistic 1-additive [unweighted],market_loss_1d,0.04060645298330908,0.04060645298330908,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09716617724449794,0.02607683751924027
6,Choquistic 1-additive [unweighted],negative_momentum_21d,0.1415121858358133,0.1415121858358133,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.02191342103675603,-0.034075388732282094
6,Choquistic 1-additive [unweighted],realized_volatility_20d,0.1970657285250977,0.1970657285250977,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.05379357440150551,-0.08430759869149033
6,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,-0.3027993462786199,0.3027993462786199,0.2,True,0.0,False,False,True,-1.0,multiplied by -1,371,training only (frozen before validation refit),0.0,0.0073542176006996165,0.025707836760261615
6,Choquistic 1-additive [unweighted],vix,0.1455892146704684,0.1455892146704684,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.024523707748389887,-0.08366277422074658
6,Choquistic 2-additive [balanced],average_equity_correlation_60d,0.19379220542259662,0.19379220542259662,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.002845001663884092,0.022535499749098672
6,Choquistic 2-additive [balanced],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
6,Choquistic 2-additive [balanced],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
6,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.02908566180369868,0.02908566180369868,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.032571093615022244,-0.00023752129171342203
6,Choquistic 2-additive [balanced],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
6,Choquistic 2-additive [balanced],market_loss_1d,0.04060645298330908,0.04060645298330908,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09716617724449794,0.02607683751924027
6,Choquistic 2-additive [balanced],negative_momentum_21d,0.1415121858358133,0.1415121858358133,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.02191342103675603,-0.034075388732282094
6,Choquistic 2-additive [balanced],realized_volatility_20d,0.1970657285250977,0.1970657285250977,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.05379357440150551,-0.08430759869149033
6,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,-0.3027993462786199,0.3027993462786199,0.2,True,0.0,False,False,True,-1.0,multiplied by -1,371,training only (frozen before validation refit),0.0,0.0073542176006996165,0.025707836760261615
6,Choquistic 2-additive [balanced],vix,0.1455892146704684,0.1455892146704684,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.024523707748389887,-0.08366277422074658
6,Choquistic 2-additive [unweighted],average_equity_correlation_60d,0.19379220542259662,0.19379220542259662,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.002845001663884092,0.022535499749098672
6,Choquistic 2-additive [unweighted],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
6,Choquistic 2-additive [unweighted],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
6,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.02908566180369868,0.02908566180369868,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.032571093615022244,-0.00023752129171342203
6,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
6,Choquistic 2-additive [unweighted],market_loss_1d,0.04060645298330908,0.04060645298330908,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09716617724449794,0.02607683751924027
6,Choquistic 2-additive [unweighted],negative_momentum_21d,0.1415121858358133,0.1415121858358133,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.02191342103675603,-0.034075388732282094
6,Choquistic 2-additive [unweighted],realized_volatility_20d,0.1970657285250977,0.1970657285250977,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.05379357440150551,-0.08430759869149033
6,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,-0.3027993462786199,0.3027993462786199,0.2,True,0.0,False,False,True,-1.0,multiplied by -1,371,training only (frozen before validation refit),0.0,0.0073542176006996165,0.025707836760261615
6,Choquistic 2-additive [unweighted],vix,0.1455892146704684,0.1455892146704684,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.024523707748389887,-0.08366277422074658
6,Fuzzy Choquet neural network [balanced],average_equity_correlation_60d,0.19379220542259662,0.19379220542259662,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.002845001663884092,0.022535499749098672
6,Fuzzy Choquet neural network [balanced],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
6,Fuzzy Choquet neural network [balanced],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
6,Fuzzy Choquet neural network [balanced],lagged_portfolio_loss_1d,0.02908566180369868,0.02908566180369868,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.032571093615022244,-0.00023752129171342203
6,Fuzzy Choquet neural network [balanced],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
6,Fuzzy Choquet neural network [balanced],market_loss_1d,0.04060645298330908,0.04060645298330908,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09716617724449794,0.02607683751924027
6,Fuzzy Choquet neural network [balanced],negative_momentum_21d,0.1415121858358133,0.1415121858358133,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.02191342103675603,-0.034075388732282094
6,Fuzzy Choquet neural network [balanced],realized_volatility_20d,0.1970657285250977,0.1970657285250977,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.05379357440150551,-0.08430759869149033
6,Fuzzy Choquet neural network [balanced],term_spread_10y_2y_pct,-0.3027993462786199,0.3027993462786199,0.2,True,0.0,False,False,True,-1.0,multiplied by -1,371,training only (frozen before validation refit),0.0,0.0073542176006996165,0.025707836760261615
6,Fuzzy Choquet neural network [balanced],vix,0.1455892146704684,0.1455892146704684,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.024523707748389887,-0.08366277422074658
6,Fuzzy Choquet neural network [unweighted],average_equity_correlation_60d,0.19379220542259662,0.19379220542259662,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.002845001663884092,0.022535499749098672
6,Fuzzy Choquet neural network [unweighted],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
6,Fuzzy Choquet neural network [unweighted],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
6,Fuzzy Choquet neural network [unweighted],lagged_portfolio_loss_1d,0.02908566180369868,0.02908566180369868,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.032571093615022244,-0.00023752129171342203
6,Fuzzy Choquet neural network [unweighted],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
6,Fuzzy Choquet neural network [unweighted],market_loss_1d,0.04060645298330908,0.04060645298330908,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09716617724449794,0.02607683751924027
6,Fuzzy Choquet neural network [unweighted],negative_momentum_21d,0.1415121858358133,0.1415121858358133,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.02191342103675603,-0.034075388732282094
6,Fuzzy Choquet neural network [unweighted],realized_volatility_20d,0.1970657285250977,0.1970657285250977,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.05379357440150551,-0.08430759869149033
6,Fuzzy Choquet neural network [unweighted],term_spread_10y_2y_pct,-0.3027993462786199,0.3027993462786199,0.2,True,0.0,False,False,True,-1.0,multiplied by -1,371,training only (frozen before validation refit),0.0,0.0073542176006996165,0.025707836760261615
6,Fuzzy Choquet neural network [unweighted],vix,0.1455892146704684,0.1455892146704684,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.024523707748389887,-0.08366277422074658
6,Logistic oriented [balanced],average_equity_correlation_60d,0.19379220542259662,0.19379220542259662,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.002845001663884092,0.022535499749098672
6,Logistic oriented [balanced],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
6,Logistic oriented [balanced],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
6,Logistic oriented [balanced],lagged_portfolio_loss_1d,0.02908566180369868,0.02908566180369868,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.032571093615022244,-0.00023752129171342203
6,Logistic oriented [balanced],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
6,Logistic oriented [balanced],market_loss_1d,0.04060645298330908,0.04060645298330908,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09716617724449794,0.02607683751924027
6,Logistic oriented [balanced],negative_momentum_21d,0.1415121858358133,0.1415121858358133,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.02191342103675603,-0.034075388732282094
6,Logistic oriented [balanced],realized_volatility_20d,0.1970657285250977,0.1970657285250977,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.05379357440150551,-0.08430759869149033
6,Logistic oriented [balanced],term_spread_10y_2y_pct,-0.3027993462786199,0.3027993462786199,0.2,True,0.0,False,False,True,-1.0,multiplied by -1,371,training only (frozen before validation refit),0.0,0.0073542176006996165,0.025707836760261615
6,Logistic oriented [balanced],vix,0.1455892146704684,0.1455892146704684,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.024523707748389887,-0.08366277422074658
6,Logistic oriented [unweighted],average_equity_correlation_60d,0.19379220542259662,0.19379220542259662,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.002845001663884092,0.022535499749098672
6,Logistic oriented [unweighted],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
6,Logistic oriented [unweighted],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
6,Logistic oriented [unweighted],lagged_portfolio_loss_1d,0.02908566180369868,0.02908566180369868,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.032571093615022244,-0.00023752129171342203
6,Logistic oriented [unweighted],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
